N         Time(s)           OB_avg          OB_max       OB_min
2240      0.00013746        12864.00        12864        12864           
2250      0.00013796        12949.00        12949        12949           
2260      0.00013829        13024.00        13024        13024           
2270      0.00013887        13093.00        13093        13093           
2280      0.00013896        13164.00        13164        13164           
2290      0.00013967        13231.00        13231        13231           
2300      0.00014008        13292.00        13292        13292           
2310      0.00014124        13371.00        13371        13371           
2320      0.00014200        13456.00        13456        13456           
2330      0.00014236        13541.00        13541        13541           
2340      0.00014358        13620.00        13620        13620           
2350      0.00014423        13699.00        13699        13699           
2360      0.00014481        13772.00        13772        13772           
2370      0.00014563        13843.00        13843        13843           
2380      0.00014695        13924.00        13924        13924           
2390      0.00014725        13999.00        13999        13999           
2400      0.00014780        14064.00        14064        14064           
2410      0.00014891        14139.00        14139        14139           
2420      0.00015157        14204.00        14204        14204           
2430      0.00014986        14263.00        14263        14263           
2440      0.00015130        14340.00        14340        14340           
2450      0.00015221        14417.00        14417        14417           
2460      0.00015223        14488.00        14488        14488           
2470      0.00015295        14559.00        14559        14559           
2480      0.00015441        14624.00        14624        14624           
2490      0.00015389        14689.00        14689        14689           
2500      0.00015418        14752.00        14752        14752           
2510      0.00015523        14821.00        14821        14821           
2520      0.00015689        14884.00        14884        14884           
2530      0.00015721        14943.00        14943        14943           
2540      0.00015736        15004.00        15004        15004           
2550      0.00015776        15059.00        15059        15059           
2560      0.00015807        15104.00        15104        15104           
2570      0.00015899        15199.00        15199        15199           
2580      0.00016328        15284.00        15284        15284           
2590      0.00016628        15363.00        15363        15363           
2600      0.00016421        15444.00        15444        15444           
2610      0.00016276        15521.00        15521        15521           
2620      0.00016362        15592.00        15592        15592           
2630      0.00016422        15669.00        15669        15669           
2640      0.00016548        15744.00        15744        15744           
2650      0.00016575        15819.00        15819        15819           
2660      0.00016688        15888.00        15888        15888           
2670      0.00016717        15957.00        15957        15957           
2680      0.00016824        16020.00        16020        16020           
2690      0.00016868        16083.00        16083        16083           
2700      0.00017020        16164.00        16164        16164           
2710      0.00017118        16239.00        16239        16239           
2720      0.00017180        16304.00        16304        16304           
2730      0.00017179        16379.00        16379        16379           
2740      0.00017283        16444.00        16444        16444           
2750      0.00017296        16503.00        16503        16503           
2760      0.00017489        16572.00        16572        16572           
2770      0.00017415        16639.00        16639        16639           
2780      0.00017520        16700.00        16700        16700           
2790      0.00017602        16761.00        16761        16761           
2800      0.00017725        16816.00        16816        16816           
2810      0.00017708        16871.00        16871        16871           
2820      0.00017839        16932.00        16932        16932           
2830      0.00017898        17011.00        17011        17011           
2840      0.00018108        17084.00        17084        17084           
2850      0.00018094        17153.00        17153        17153           
2860      0.00018141        17224.00        17224        17224           
2870      0.00018264        17289.00        17289        17289           
2880      0.00018226        17344.00        17344        17344           
2890      0.00018291        17419.00        17419        17419           
2900      0.00018317        17484.00        17484        17484           
2910      0.00018411        17543.00        17543        17543           
2920      0.00018437        17604.00        17604        17604           
2930      0.00018533        17661.00        17661        17661           
2940      0.00018502        17712.00        17712        17712           
2950      0.00018586        17775.00        17775        17775           
2960      0.00018649        17840.00        17840        17840           
2970      0.00019158        17905.00        17905        17905           
2980      0.00019324        17964.00        17964        17964           
2990      0.00018782        18023.00        18023        18023           
3000      0.00018810        18076.00        18076        18076           
3010      0.00018861        18127.00        18127        18127           
3020      0.00019150        18188.00        18188        18188           
3030      0.00019095        18243.00        18243        18243           
3040      0.00019115        18288.00        18288        18288           
3050      0.00019132        18343.00        18343        18343           
3060      0.00019181        18388.00        18388        18388           
3070      0.00019309        18427.00        18427        18427           
3080      0.00019538        18508.00        18508        18508           
3090      0.00019505        18595.00        18595        18595           
3100      0.00019579        18676.00        18676        18676           
3110      0.00019734        18757.00        18757        18757           
3120      0.00019853        18832.00        18832        18832           
3130      0.00019844        18907.00        18907        18907           
3140      0.00019987        18980.00        18980        18980           
3150      0.00020020        19059.00        19059        19059           
3160      0.00020141        19132.00        19132        19132           
3170      0.00020231        19201.00        19201        19201           
3180      0.00020271        19272.00        19272        19272           
3190      0.00020420        19337.00        19337        19337           
3200      0.00020406        19392.00        19392        19392           
3210      0.00020573        19477.00        19477        19477           
3220      0.00020502        19552.00        19552        19552           
3230      0.00020690        19621.00        19621        19621           
3240      0.00020843        19692.00        19692        19692           
3250      0.00020751        19759.00        19759        19759           
3260      0.00020775        19820.00        19820        19820           
3270      0.00020898        19887.00        19887        19887           
3280      0.00020955        19952.00        19952        19952           
3290      0.00020984        20017.00        20017        20017           
3300      0.00021095        20076.00        20076        20076           
3310      0.00021109        20135.00        20135        20135           
3320      0.00021157        20188.00        20188        20188           
3330      0.00021244        20243.00        20243        20243           
3340      0.00021334        20324.00        20324        20324           
