N         Time(s)           OB_avg          OB_max       OB_min
1660      0.00047741        16213.00        16213        16213           
1670      0.00051019        16323.00        16323        16323           
1680      0.00050437        16433.00        16433        16433           
1690      0.00059646        16543.00        16543        16543           
1700      0.00048945        16653.00        16653        16653           
1710      0.00054334        16763.00        16763        16763           
1720      0.00054088        16873.00        16873        16873           
1730      0.00072039        16983.00        16983        16983           
1740      0.00050353        17093.00        17093        17093           
1750      0.00066269        17203.00        17203        17203           
1760      0.00054582        17313.00        17313        17313           
1770      0.00059703        17423.00        17423        17423           
1780      0.00064737        17533.00        17533        17533           
1790      0.00057148        17643.00        17643        17643           
1800      0.00053009        17753.00        17753        17753           
1810      0.00053241        17863.00        17863        17863           
1820      0.00069633        17973.00        17973        17973           
1830      0.00052584        18083.00        18083        18083           
1840      0.00055311        18193.00        18193        18193           
1850      0.00053892        18303.00        18303        18303           
1860      0.00049920        18413.00        18413        18413           
1870      0.00063149        18523.00        18523        18523           
1880      0.00055228        18633.00        18633        18633           
1890      0.00053074        18743.00        18743        18743           
1900      0.00066574        18853.00        18853        18853           
1910      0.00058944        18963.00        18963        18963           
1920      0.00063008        19073.00        19073        19073           
1930      0.00056754        19183.00        19183        19183           
1940      0.00057289        19293.00        19293        19293           
1950      0.00057964        19403.00        19403        19403           
1960      0.00067521        19513.00        19513        19513           
1970      0.00056489        19623.00        19623        19623           
1980      0.00059951        19733.00        19733        19733           
1990      0.00058425        19843.00        19843        19843           
2000      0.00066563        19953.00        19953        19953           
2010      0.00063778        20063.00        20063        20063           
2020      0.00057076        20173.00        20173        20173           
2030      0.00057617        20283.00        20283        20283           
2040      0.00058150        20393.00        20393        20393           
2050      0.00055672        20505.00        20505        20505           
2060      0.00070696        20625.00        20625        20625           
2070      0.00063785        20745.00        20745        20745           
2080      0.00064698        20865.00        20865        20865           
2090      0.00069954        20985.00        20985        20985           
2100      0.00057062        21105.00        21105        21105           
2110      0.00061367        21225.00        21225        21225           
2120      0.00043017        21345.00        21345        21345           
2130      0.00052938        21465.00        21465        21465           
2140      0.00044384        21585.00        21585        21585           
2150      0.00062890        21705.00        21705        21705           
2160      0.00073074        21825.00        21825        21825           
2170      0.00051506        21945.00        21945        21945           
2180      0.00058847        22065.00        22065        22065           
2190      0.00065470        22185.00        22185        22185           
2200      0.00069023        22305.00        22305        22305           
2210      0.00049604        22425.00        22425        22425           
2220      0.00061427        22545.00        22545        22545           
2230      0.00066399        22665.00        22665        22665           
2240      0.00067389        22785.00        22785        22785           
2250      0.00078161        22905.00        22905        22905           
2260      0.00069457        23025.00        23025        23025           
2270      0.00057238        23145.00        23145        23145           
2280      0.00071444        23265.00        23265        23265           
2290      0.00069705        23385.00        23385        23385           
2300      0.00065037        23505.00        23505        23505           
2310      0.00069604        23625.00        23625        23625           
2320      0.00071464        23745.00        23745        23745           
2330      0.00057798        23865.00        23865        23865           
2340      0.00063135        23985.00        23985        23985           
2350      0.00070690        24105.00        24105        24105           
2360      0.00074063        24225.00        24225        24225           
2370      0.00077352        24345.00        24345        24345           
2380      0.00069035        24465.00        24465        24465           
2390      0.00073988        24585.00        24585        24585           
2400      0.00079522        24705.00        24705        24705           
2410      0.00072891        24825.00        24825        24825           
2420      0.00074011        24945.00        24945        24945           
2430      0.00082970        25065.00        25065        25065           
2440      0.00079403        25185.00        25185        25185           
2450      0.00085695        25305.00        25305        25305           
2460      0.00075809        25425.00        25425        25425           
2470      0.00078411        25545.00        25545        25545           
2480      0.00077706        25665.00        25665        25665           
2490      0.00075782        25785.00        25785        25785           
2500      0.00089515        25905.00        25905        25905           
2510      0.00092332        26025.00        26025        26025           
2520      0.00077325        26145.00        26145        26145           
2530      0.00080732        26265.00        26265        26265           
2540      0.00076780        26385.00        26385        26385           
2550      0.00076558        26505.00        26505        26505           
2560      0.00075899        26625.00        26625        26625           
2570      0.00077855        26745.00        26745        26745           
2580      0.00078763        26865.00        26865        26865           
2590      0.00079780        26985.00        26985        26985           
2600      0.00099540        27105.00        27105        27105           
2610      0.00084870        27225.00        27225        27225           
2620      0.00085633        27345.00        27345        27345           
2630      0.00073475        27465.00        27465        27465           
2640      0.00076878        27585.00        27585        27585           
2650      0.00081911        27705.00        27705        27705           
2660      0.00085293        27825.00        27825        27825           
2670      0.00087956        27945.00        27945        27945           
2680      0.00084909        28065.00        28065        28065           
2690      0.00075786        28185.00        28185        28185           
2700      0.00089500        28305.00        28305        28305           
2710      0.00079959        28425.00        28425        28425           
2720      0.00103978        28545.00        28545        28545           
2730      0.00077839        28665.00        28665        28665           
2740      0.00086995        28785.00        28785        28785           
2750      0.00081937        28905.00        28905        28905           
2760      0.00083024        29025.00        29025        29025           
2770      0.00080680        29145.00        29145        29145           
2780      0.00089548        29265.00        29265        29265           
2790      0.00087456        29385.00        29385        29385           
2800      0.00084215        29505.00        29505        29505           
2810      0.00090616        29625.00        29625        29625           
2820      0.00080898        29745.00        29745        29745           
2830      0.00085431        29865.00        29865        29865           
2840      0.00097465        29985.00        29985        29985           
2850      0.00087876        30105.00        30105        30105           
2860      0.00097599        30225.00        30225        30225           
2870      0.00088692        30345.00        30345        30345           
