N         Time(s)           OB_avg          OB_max       OB_min
4130      0.02075288        8526385.00      8526385      8526385         
4140      0.02135302        8567730.00      8567730      8567730         
4150      0.02097848        8609175.00      8609175      8609175         
4160      0.02148483        8650720.00      8650720      8650720         
4170      0.02145738        8692365.00      8692365      8692365         
4180      0.02051448        8734110.00      8734110      8734110         
4190      0.02151186        8775955.00      8775955      8775955         
4200      0.02146329        8817900.00      8817900      8817900         
4210      0.02335066        8859945.00      8859945      8859945         
4220      0.02238471        8902090.00      8902090      8902090         
4230      0.02268847        8944335.00      8944335      8944335         
4240      0.02219862        8986680.00      8986680      8986680         
4250      0.02297076        9029125.00      9029125      9029125         
4260      0.02251886        9071670.00      9071670      9071670         
4270      0.02429680        9114315.00      9114315      9114315         
4280      0.02347728        9157060.00      9157060      9157060         
4290      0.02363176        9199905.00      9199905      9199905         
4300      0.02486162        9242850.00      9242850      9242850         
4310      0.02370847        9285895.00      9285895      9285895         
4320      0.02550224        9329040.00      9329040      9329040         
4330      0.02465730        9372285.00      9372285      9372285         
4340      0.02475419        9415630.00      9415630      9415630         
4350      0.02462907        9459075.00      9459075      9459075         
4360      0.02523171        9502620.00      9502620      9502620         
4370      0.02547699        9546265.00      9546265      9546265         
4380      0.02755468        9590010.00      9590010      9590010         
4390      0.02622596        9633855.00      9633855      9633855         
4400      0.02735739        9677800.00      9677800      9677800         
4410      0.02666842        9721845.00      9721845      9721845         
4420      0.02471133        9765990.00      9765990      9765990         
4430      0.02495304        9810235.00      9810235      9810235         
4440      0.02433810        9854580.00      9854580      9854580         
4450      0.02370794        9899025.00      9899025      9899025         
4460      0.02358831        9943570.00      9943570      9943570         
4470      0.02353261        9988215.00      9988215      9988215         
4480      0.02368467        10032960.00     10032960     10032960        
4490      0.02377517        10077805.00     10077805     10077805        
4500      0.02425815        10122750.00     10122750     10122750        
4510      0.02428716        10167795.00     10167795     10167795        
4520      0.02415931        10212940.00     10212940     10212940        
4530      0.02420644        10258185.00     10258185     10258185        
4540      0.02408650        10303530.00     10303530     10303530        
4550      0.02410330        10348975.00     10348975     10348975        
4560      0.02430072        10394520.00     10394520     10394520        
4570      0.02419052        10440165.00     10440165     10440165        
4580      0.02438903        10485910.00     10485910     10485910        
4590      0.02454790        10531755.00     10531755     10531755        
4600      0.02463021        10577700.00     10577700     10577700        
4610      0.02484464        10623745.00     10623745     10623745        
4620      0.02485102        10669890.00     10669890     10669890        
4630      0.02480707        10716135.00     10716135     10716135        
4640      0.02514390        10762480.00     10762480     10762480        
4650      0.02651746        10808925.00     10808925     10808925        
4660      0.02565901        10855470.00     10855470     10855470        
4670      0.02561165        10902115.00     10902115     10902115        
4680      0.02579363        10948860.00     10948860     10948860        
4690      0.02604266        10995705.00     10995705     10995705        
4700      0.02712452        11042650.00     11042650     11042650        
4710      0.02617689        11089695.00     11089695     11089695        
4720      0.02639622        11136840.00     11136840     11136840        
4730      0.02656387        11184085.00     11184085     11184085        
4740      0.02669445        11231430.00     11231430     11231430        
4750      0.02661837        11278875.00     11278875     11278875        
4760      0.02685071        11326420.00     11326420     11326420        
4770      0.02679798        11374065.00     11374065     11374065        
